run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2022-11-19_11.24.38,E-9,2620,8042,1,0.045882516675054746,"[{'start_idx': 5460, 'end_idx': 5529, 'score': 0.9955577881293727}, {'start_idx': 5530, 'end_idx': 5599, 'score': 1.0003308845840928}, {'start_idx': 5600, 'end_idx': 5669, 'score': 1.0603220841602474}]",0,0,1,[],"[(5710, 5919)]",1,"[{'start_idx': 5460, 'end_idx': 5529, 'score': 0.9955577881293727}, {'start_idx': 5530, 'end_idx': 5599, 'score': 1.0003308845840928}, {'start_idx': 5600, 'end_idx': 5669, 'score': 1.0603220841602474}]",SMAP,"[[5550, 5900]]",[point]
2022-11-19_11.24.38,E-10,2620,8245,3,0.07062565659888169,"[{'start_idx': 1498, 'end_idx': 1749, 'score': 4.267897698837428}, {'start_idx': 4760, 'end_idx': 4829, 'score': 8.728884683137744}, {'start_idx': 4830, 'end_idx': 4899, 'score': 6.558826716282398}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.232652857743277}, {'start_idx': 5390, 'end_idx': 5459, 'score': 11.924391516275733}, {'start_idx': 5460, 'end_idx': 5529, 'score': 11.073004634571685}, {'start_idx': 5530, 'end_idx': 5599, 'score': 10.273295746316267}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.710254051447592}, {'start_idx': 5670, 'end_idx': 5713, 'score': 7.9720759780343124}]",1,0,2,"[[1748, 1999]]","[(5010, 5149), (5570, 5963)]",2,"[{'start_idx': 1498, 'end_idx': 1749, 'score': 4.267897698837428}, {'start_idx': 4760, 'end_idx': 4829, 'score': 8.728884683137744}, {'start_idx': 4830, 'end_idx': 4899, 'score': 6.558826716282398}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.232652857743277}, {'start_idx': 5390, 'end_idx': 5459, 'score': 11.924391516275733}, {'start_idx': 5460, 'end_idx': 5529, 'score': 11.073004634571685}, {'start_idx': 5530, 'end_idx': 5599, 'score': 10.273295746316267}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.710254051447592}, {'start_idx': 5670, 'end_idx': 5713, 'score': 7.9720759780343124}]",SMAP,"[[5000, 5050], [5601, 5871]]","[contextual, contextual]"
2022-11-19_11.24.38,E-11,2620,8254,3,0.07556840706551793,"[{'start_idx': 1468, 'end_idx': 1750, 'score': 3.8528334841726104}, {'start_idx': 4760, 'end_idx': 4829, 'score': 6.8621315401180984}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.276515821728585}, {'start_idx': 5320, 'end_idx': 5389, 'score': 8.138516528741132}, {'start_idx': 5390, 'end_idx': 5459, 'score': 11.610906622402554}, {'start_idx': 5460, 'end_idx': 5529, 'score': 10.926259793605224}, {'start_idx': 5530, 'end_idx': 5599, 'score': 10.172153549422596}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.505462624035426}, {'start_idx': 5670, 'end_idx': 5714, 'score': 7.905534513952363}]",1,0,2,"[[1718, 2000]]","[(5010, 5149), (5570, 5964)]",2,"[{'start_idx': 1468, 'end_idx': 1750, 'score': 3.8528334841726104}, {'start_idx': 4760, 'end_idx': 4829, 'score': 6.8621315401180984}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.276515821728585}, {'start_idx': 5320, 'end_idx': 5389, 'score': 8.138516528741132}, {'start_idx': 5390, 'end_idx': 5459, 'score': 11.610906622402554}, {'start_idx': 5460, 'end_idx': 5529, 'score': 10.926259793605224}, {'start_idx': 5530, 'end_idx': 5599, 'score': 10.172153549422596}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.505462624035426}, {'start_idx': 5670, 'end_idx': 5714, 'score': 7.905534513952363}]",SMAP,"[[5000, 5050], [5614, 5857]]","[contextual, contextual]"
2022-11-19_11.24.38,E-12,2620,8252,5,0.06191818747075964,"[{'start_idx': 1525, 'end_idx': 1758, 'score': 3.807756911946223}, {'start_idx': 4760, 'end_idx': 4829, 'score': 6.6535335262841775}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.219644623498417}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.6914206813315555}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.015176334499793}, {'start_idx': 5600, 'end_idx': 5669, 'score': 5.847825970152294}, {'start_idx': 5740, 'end_idx': 5809, 'score': 5.918312468676926}, {'start_idx': 5810, 'end_idx': 5879, 'score': 6.262028706978364}, {'start_idx': 5880, 'end_idx': 5949, 'score': 6.7251609088177045}, {'start_idx': 5950, 'end_idx': 6019, 'score': 6.254839371360618}, {'start_idx': 6020, 'end_idx': 6089, 'score': 6.381080322205718}, {'start_idx': 6090, 'end_idx': 6159, 'score': 6.5768537369830495}, {'start_idx': 6160, 'end_idx': 6229, 'score': 6.717095252641172}, {'start_idx': 6230, 'end_idx': 6299, 'score': 6.415398627876896}, {'start_idx': 6300, 'end_idx': 6344, 'score': 5.747757578606883}]",1,0,2,"[[1775, 2008]]","[(5010, 5149), (5570, 5709), (5850, 5919), (5990, 6594)]",2,"[{'start_idx': 1525, 'end_idx': 1758, 'score': 3.807756911946223}, {'start_idx': 4760, 'end_idx': 4829, 'score': 6.6535335262841775}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.219644623498417}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.6914206813315555}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.015176334499793}, {'start_idx': 5600, 'end_idx': 5669, 'score': 5.847825970152294}, {'start_idx': 5740, 'end_idx': 5809, 'score': 5.918312468676926}, {'start_idx': 5810, 'end_idx': 5879, 'score': 6.262028706978364}, {'start_idx': 5880, 'end_idx': 5949, 'score': 6.7251609088177045}, {'start_idx': 5950, 'end_idx': 6019, 'score': 6.254839371360618}, {'start_idx': 6020, 'end_idx': 6089, 'score': 6.381080322205718}, {'start_idx': 6090, 'end_idx': 6159, 'score': 6.5768537369830495}, {'start_idx': 6160, 'end_idx': 6229, 'score': 6.717095252641172}, {'start_idx': 6230, 'end_idx': 6299, 'score': 6.415398627876896}, {'start_idx': 6300, 'end_idx': 6344, 'score': 5.747757578606883}]",SMAP,"[[5610, 6141], [5000, 5050]]","[contextual, contextual]"
2022-11-19_11.24.38,E-13,2620,8380,2,0.06053150692110816,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 3.4106810799541467}, {'start_idx': 5390, 'end_idx': 5459, 'score': 3.467514857405261}, {'start_idx': 6230, 'end_idx': 6299, 'score': 3.759299114978136}]",0,1,2,[],"[(5570, 5709), (6480, 6549)]",3,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 3.4106810799541467}, {'start_idx': 5390, 'end_idx': 5459, 'score': 3.467514857405261}, {'start_idx': 6230, 'end_idx': 6299, 'score': 3.759299114978136}]",SMAP,"[[5309, 5410], [5600, 5640], [6449, 6569]]","[contextual, contextual, contextual]"
2022-11-19_11.24.38,A-1,2620,8380,1,0.012466910958005591,"[{'start_idx': 4480, 'end_idx': 4549, 'score': 3.2014430143775154}, {'start_idx': 4550, 'end_idx': 4619, 'score': 2.658856645307117}]",0,0,1,[],"[(4730, 4869)]",1,"[{'start_idx': 4480, 'end_idx': 4549, 'score': 3.2014430143775154}, {'start_idx': 4550, 'end_idx': 4619, 'score': 2.658856645307117}]",SMAP,"[[4690, 4774]]",[point]
2022-11-19_11.24.38,D-1,2589,8249,2,0.07326525655502895,"[{'start_idx': 4970, 'end_idx': 5039, 'score': 2.1255603156451985}, {'start_idx': 5040, 'end_idx': 5109, 'score': 2.278115486711801}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.621386109301987}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.838672534050256}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.13205352225506}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.198180918228912}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.890439138491132}]",0,0,1,[],"[(5220, 5359), (5570, 5919)]",1,"[{'start_idx': 4970, 'end_idx': 5039, 'score': 2.1255603156451985}, {'start_idx': 5040, 'end_idx': 5109, 'score': 2.278115486711801}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.621386109301987}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.838672534050256}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.13205352225506}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.198180918228912}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.890439138491132}]",SMAP,"[[5250, 8508]]",[point]
2022-11-19_11.24.38,P-2,2561,7949,1,0.05388438656521426,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 11.691411489840746}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.217212769997598}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.122119394493627}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.949778095047405}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.269804708204402}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.744755393240448}]",0,0,1,[],"[(5290, 5709)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 11.691411489840746}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.217212769997598}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.122119394493627}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.949778095047405}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.269804708204402}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.744755393240448}]",SMAP,"[[5350, 6575]]",[point]
2022-11-19_11.24.38,P-3,2595,8233,2,0.03625256033109615,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 3.8394361266528314}, {'start_idx': 5180, 'end_idx': 5249, 'score': 7.488656860280453}, {'start_idx': 5250, 'end_idx': 5319, 'score': 7.791678189186314}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.708566139492429}, {'start_idx': 5390, 'end_idx': 5423, 'score': 5.710038575777501}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.116553346829614}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.448433802047585}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.198066946934844}, {'start_idx': 5740, 'end_idx': 5809, 'score': 7.587248749677868}]",0,0,1,[],"[(5360, 5673), (5780, 6059)]",1,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 3.8394361266528314}, {'start_idx': 5180, 'end_idx': 5249, 'score': 7.488656860280453}, {'start_idx': 5250, 'end_idx': 5319, 'score': 7.791678189186314}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.708566139492429}, {'start_idx': 5390, 'end_idx': 5423, 'score': 5.710038575777501}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.116553346829614}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.448433802047585}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.198066946934844}, {'start_idx': 5740, 'end_idx': 5809, 'score': 7.587248749677868}]",SMAP,"[[5401, 6736]]",[point]
2022-11-19_11.24.38,D-2,2620,8335,2,0.020160295049552083,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 15.017099969415673}, {'start_idx': 4480, 'end_idx': 4549, 'score': 11.873544733844417}, {'start_idx': 4550, 'end_idx': 4619, 'score': 9.438378865016139}, {'start_idx': 8190, 'end_idx': 8259, 'score': 5.261291878807775}]",0,0,1,[],"[(4660, 4869), (8440, 8509)]",1,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 15.017099969415673}, {'start_idx': 4480, 'end_idx': 4549, 'score': 11.873544733844417}, {'start_idx': 4550, 'end_idx': 4619, 'score': 9.438378865016139}, {'start_idx': 8190, 'end_idx': 8259, 'score': 5.261291878807775}]",SMAP,"[[4319, 8536]]",[point]
2022-11-19_11.24.38,D-3,2620,8380,1,0.056371807657194906,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 13.817233936537287}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.424255844139966}, {'start_idx': 5250, 'end_idx': 5319, 'score': 11.631824048246358}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.80765557848301}, {'start_idx': 5390, 'end_idx': 5459, 'score': 10.299495069524536}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.8762632261372}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.479463789927594}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.115263256771142}]",0,0,1,[],"[(5360, 5919)]",1,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 13.817233936537287}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.424255844139966}, {'start_idx': 5250, 'end_idx': 5319, 'score': 11.631824048246358}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.80765557848301}, {'start_idx': 5390, 'end_idx': 5459, 'score': 10.299495069524536}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.8762632261372}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.479463789927594}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.115263256771142}]",SMAP,"[[5225, 8500]]",[point]
2022-11-19_11.24.38,D-4,2573,8213,1,0.04763576991276557,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 9.22893431975763}, {'start_idx': 5110, 'end_idx': 5179, 'score': 9.657096050765409}, {'start_idx': 5180, 'end_idx': 5249, 'score': 9.534645407838752}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.348385327817384}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.02600587247185}, {'start_idx': 5390, 'end_idx': 5459, 'score': 8.879901337447206}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.572490211732063}]",0,0,1,[],"[(5290, 5779)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 9.22893431975763}, {'start_idx': 5110, 'end_idx': 5179, 'score': 9.657096050765409}, {'start_idx': 5180, 'end_idx': 5249, 'score': 9.534645407838752}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.348385327817384}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.02600587247185}, {'start_idx': 5390, 'end_idx': 5459, 'score': 8.879901337447206}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.572490211732063}]",SMAP,"[[5225, 8472]]",[point]
2022-11-19_11.24.38,A-2,2388,7654,3,0.07482639803213839,"[{'start_idx': 793, 'end_idx': 1095, 'score': 1.8545670125374807}, {'start_idx': 1213, 'end_idx': 1466, 'score': 1.9013908515169693}, {'start_idx': 4200, 'end_idx': 4269, 'score': 2.3773166111780144}, {'start_idx': 4270, 'end_idx': 4339, 'score': 3.8320823226088128}, {'start_idx': 4340, 'end_idx': 4409, 'score': 3.880057211873695}]",2,0,1,"[[1043, 1345], [1463, 1716]]","[(4450, 4659)]",1,"[{'start_idx': 793, 'end_idx': 1095, 'score': 1.8545670125374807}, {'start_idx': 1213, 'end_idx': 1466, 'score': 1.9013908515169693}, {'start_idx': 4200, 'end_idx': 4269, 'score': 2.3773166111780144}, {'start_idx': 4270, 'end_idx': 4339, 'score': 3.8320823226088128}, {'start_idx': 4340, 'end_idx': 4409, 'score': 3.880057211873695}]",SMAP,"[[4450, 4560]]",[contextual]
2022-11-19_11.24.38,A-3,2476,7945,1,0.04875772220717581,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 3.139971011148247}, {'start_idx': 4410, 'end_idx': 4479, 'score': 3.089558309947079}, {'start_idx': 4480, 'end_idx': 4549, 'score': 3.4511958002946925}, {'start_idx': 4550, 'end_idx': 4619, 'score': 3.202603526503704}]",0,0,1,[],"[(4590, 4869)]",1,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 3.139971011148247}, {'start_idx': 4410, 'end_idx': 4479, 'score': 3.089558309947079}, {'start_idx': 4480, 'end_idx': 4549, 'score': 3.4511958002946925}, {'start_idx': 4550, 'end_idx': 4619, 'score': 3.202603526503704}]",SMAP,"[[4575, 4760]]",[contextual]
2022-11-19_11.24.38,A-4,2430,7820,1,0.056313823217540616,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 1.888940873368243}, {'start_idx': 4340, 'end_idx': 4409, 'score': 2.834498608306318}, {'start_idx': 4410, 'end_idx': 4479, 'score': 2.9407293269786727}, {'start_idx': 4480, 'end_idx': 4546, 'score': 2.421043064750286}]",0,0,1,[],"[(4520, 4796)]",1,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 1.888940873368243}, {'start_idx': 4340, 'end_idx': 4409, 'score': 2.834498608306318}, {'start_idx': 4410, 'end_idx': 4479, 'score': 2.9407293269786727}, {'start_idx': 4480, 'end_idx': 4546, 'score': 2.421043064750286}]",SMAP,"[[4550, 4660]]",[contextual]
