run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2022-11-12_10.00.30,A-3,2476,7945,2,0.11244406981289834,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 2.8462172693698737}, {'start_idx': 4480, 'end_idx': 4549, 'score': 3.0347073150707624}, {'start_idx': 7560, 'end_idx': 7629, 'score': 1.76306743609683}, {'start_idx': 7630, 'end_idx': 7699, 'score': 1.7078439197967847}, {'start_idx': 7700, 'end_idx': 7769, 'score': 1.724950423825778}, {'start_idx': 7770, 'end_idx': 7839, 'score': 1.7708106055524744}]",1,0,1,"[[7810, 8089]]","[(4660, 4799)]",1,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 2.8462172693698737}, {'start_idx': 4480, 'end_idx': 4549, 'score': 3.0347073150707624}, {'start_idx': 7560, 'end_idx': 7629, 'score': 1.76306743609683}, {'start_idx': 7630, 'end_idx': 7699, 'score': 1.7078439197967847}, {'start_idx': 7700, 'end_idx': 7769, 'score': 1.724950423825778}, {'start_idx': 7770, 'end_idx': 7839, 'score': 1.7708106055524744}]",SMAP,"[[4575, 4760]]",[contextual]
2022-11-12_10.00.30,A-4,2430,7820,1,0.08225930239969179,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 1.8220793606573955}, {'start_idx': 4340, 'end_idx': 4409, 'score': 2.819276723512311}, {'start_idx': 4410, 'end_idx': 4479, 'score': 2.8943827863844134}]",0,0,1,[],"[(4520, 4729)]",1,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 1.8220793606573955}, {'start_idx': 4340, 'end_idx': 4409, 'score': 2.819276723512311}, {'start_idx': 4410, 'end_idx': 4479, 'score': 2.8943827863844134}]",SMAP,"[[4550, 4660]]",[contextual]
2022-11-12_10.00.30,G-1,2560,8209,2,0.07469329867678773,"[{'start_idx': 5950, 'end_idx': 6019, 'score': 1.9953770332743492}, {'start_idx': 6230, 'end_idx': 6299, 'score': 2.3058519165772724}, {'start_idx': 6300, 'end_idx': 6369, 'score': 2.317281753623028}]",2,1,0,"[[6200, 6269], [6480, 6619]]",[],1,"[{'start_idx': 5950, 'end_idx': 6019, 'score': 1.9953770332743492}, {'start_idx': 6230, 'end_idx': 6299, 'score': 2.3058519165772724}, {'start_idx': 6300, 'end_idx': 6369, 'score': 2.317281753623028}]",SMAP,"[[4770, 4890]]",[contextual]
2022-11-12_10.00.30,G-2,2218,7101,0,0.0939329527155847,[],0,1,0,[],[],1,[],SMAP,"[[4030, 4070]]",[point]
2022-11-12_10.00.30,D-5,2301,7368,0,0.9872604127982563,[],0,1,0,[],[],1,[],SMAP,"[[4800, 4850]]",[point]
2022-11-12_10.00.30,D-6,2334,7624,1,0.14074402699638855,"[{'start_idx': 4620, 'end_idx': 4689, 'score': 1.5807841113364125}, {'start_idx': 4690, 'end_idx': 4759, 'score': 1.6656255835309133}]",0,0,1,[],"[(4870, 5009)]",1,"[{'start_idx': 4620, 'end_idx': 4689, 'score': 1.5807841113364125}, {'start_idx': 4690, 'end_idx': 4759, 'score': 1.6656255835309133}]",SMAP,"[[4870, 4950]]",[point]
2022-11-12_10.00.30,D-7,2323,7382,2,0.21559498254694215,"[{'start_idx': 1143, 'end_idx': 1429, 'score': 1.702126427773627}, {'start_idx': 5810, 'end_idx': 5879, 'score': 4.352743259262186}, {'start_idx': 5880, 'end_idx': 5949, 'score': 5.659271437603633}, {'start_idx': 5950, 'end_idx': 6019, 'score': 6.252335009741543}, {'start_idx': 6020, 'end_idx': 6089, 'score': 6.280447442311925}, {'start_idx': 6090, 'end_idx': 6159, 'score': 6.2520112966114345}, {'start_idx': 6160, 'end_idx': 6229, 'score': 6.535152977539392}, {'start_idx': 6230, 'end_idx': 6299, 'score': 6.618389900212675}]",1,0,1,"[[1393, 1679]]","[(6060, 6549)]",1,"[{'start_idx': 1143, 'end_idx': 1429, 'score': 1.702126427773627}, {'start_idx': 5810, 'end_idx': 5879, 'score': 4.352743259262186}, {'start_idx': 5880, 'end_idx': 5949, 'score': 5.659271437603633}, {'start_idx': 5950, 'end_idx': 6019, 'score': 6.252335009741543}, {'start_idx': 6020, 'end_idx': 6089, 'score': 6.280447442311925}, {'start_idx': 6090, 'end_idx': 6159, 'score': 6.2520112966114345}, {'start_idx': 6160, 'end_idx': 6229, 'score': 6.535152977539392}, {'start_idx': 6230, 'end_idx': 6299, 'score': 6.618389900212675}]",SMAP,"[[4940, 7641]]",[point]
2022-11-12_10.00.30,F-1,2609,8324,0,0.11193719381932013,[],0,1,0,[],[],1,[],SMAP,"[[5392, 5492]]",[point]
2022-11-12_10.00.30,P-4,2349,7523,2,0.046177420858751816,"[{'start_idx': 682, 'end_idx': 911, 'score': 4.260688389051968}, {'start_idx': 4550, 'end_idx': 4619, 'score': 2.2825600044787824}, {'start_idx': 4620, 'end_idx': 4689, 'score': 2.0176412458083015}]",0,1,2,[],"[(932, 1161), (4800, 4939)]",3,"[{'start_idx': 682, 'end_idx': 911, 'score': 4.260688389051968}, {'start_idx': 4550, 'end_idx': 4619, 'score': 2.2825600044787824}, {'start_idx': 4620, 'end_idx': 4689, 'score': 2.0176412458083015}]",SMAP,"[[950, 1080], [2150, 2350], [4770, 4880]]","[point, point, point]"
2022-11-12_10.00.30,G-3,2364,7647,0,0.05538747722968192,[],0,1,0,[],[],1,[],SMAP,"[[4200, 4250]]",[point]
2022-11-12_10.00.30,T-1,2615,8352,1,0.05769548798864374,"[{'start_idx': 6300, 'end_idx': 6369, 'score': 1.8715886144581795}, {'start_idx': 6370, 'end_idx': 6439, 'score': 6.369924071918803}, {'start_idx': 6440, 'end_idx': 6509, 'score': 5.4450755250599965}, {'start_idx': 6510, 'end_idx': 6554, 'score': 4.608051605212046}]",0,1,1,[],"[(6550, 6804)]",2,"[{'start_idx': 6300, 'end_idx': 6369, 'score': 1.8715886144581795}, {'start_idx': 6370, 'end_idx': 6439, 'score': 6.369924071918803}, {'start_idx': 6440, 'end_idx': 6509, 'score': 5.4450755250599965}, {'start_idx': 6510, 'end_idx': 6554, 'score': 4.608051605212046}]",SMAP,"[[2399, 3898], [6550, 6585]]","[point, contextual]"
2022-11-12_10.00.30,T-2,2595,8365,0,0.07246839427550043,[],0,1,0,[],[],1,[],SMAP,"[[6840, 8624]]",[point]
2022-11-12_10.00.30,D-8,2342,7614,0,0.10646776799802427,[],0,1,0,[],[],1,[],SMAP,"[[4370, 4420]]",[point]
